session_duration	wild_mouse_duration	pct_scroll_move	screen_width	product_ean	pct_doubleclick	browser_name	user_id	pct_mouse_click	pct_mouse_move	pct_wild_mouse	pct_click_product_info	mouse_move_total_rel_distance	scroll_move_total_rel_distance	page_activity_duration	session_start	session_id	screen_height	pct_input	pct_scrandom	pct_rage_click	ack	pct_scroll_move_duration	pct_click	total_load_time
-25.96383	11.40203	43.51841	lower	4931468103964	10.12898	edge	1789	10.37211	13.35338	52.88832	33.41722	11.97507	10.73109	7.44301	2020-04-07 23:41:06	706110	1024	8.37015	51.22832	38.05315	1.00000	7.75094	7.51021	0.81117
156.26347	10.46722	35.74945	1920	8002207901236	7.18763	edge	919	8.37896	10.43720	43.72527	51.39184	8.40538	7.77352	12.34634	2023-06-30 10:29:34	395414	768	3.42300	39.66607	46.33399	1.00000	11.18885	11.46482	1.78088
268.80138	8.83272	47.60586	1920	3926829582961	12.42718	other	1170	10.49743	12.63939	43.67351	57.81730	11.43316	7.88337	7.61973	2019-03-21 02:57:49	810553	1080	0.63020	44.52824	41.69237	1.00000	7.79551	7.04284	1.34407
157.22986	9.89419	33.88612	800	8315203060938	11.43374	mobile	2225	8.52821	10.59273	40.01352	41.55379	10.91207	5.01311	6.97599	2021-03-16 12:08:32	869271	600	1.96051	42.97678	39.50905	0.00000	6.79542	4.42643	2.64525
182.13859	8.75008	51.92841	lower	8699847370852	10.62075	chrome	518	8.40693	11.28723	68.64438	55.52601	13.60077	7.83567	7.23805	2018-12-10 21:34:07	236318	800	0.65815	52.53218	43.99363	1.00000	8.69317	5.51752	3.01770
302.30617	8.74218	45.39372	1024	6407978746000	13.09192	edge	1627	9.18743	12.39106	44.69433	50.78929	8.43275	8.45773	7.87669	2020-08-10 01:06:40	1212758	768	0.56971	35.38923	45.78712	0.00000	8.62890	8.94644	3.36044
130.02041	10.51784	47.56317	lower	6737022044890	6.93495	firefox	2377	9.74314	9.59379	38.31880	53.02488	8.64632	4.80240	14.34260	2022-11-12 21:42:29	946981	600	3.43522	46.71034	35.10349	0.00000	13.90308	12.41459	2.85354
176.45783	10.86150	49.80451	1280	5956951615334	7.89304	edge	2091	11.92297	12.67478	50.67447	46.61590	8.22005	8.30805	12.37786	2019-05-17 00:51:50	33754	800	4.91052	33.48359	40.60225	0.00000	12.49458	12.79385	0.41645
212.67669	9.97244	47.47329	1920	7538815264988	12.39760	other	1104	9.48540	12.78019	62.09736	30.17755	12.40844	7.30296	11.60442	2019-03-08 07:12:38	541532	higher	2.05807	48.63895	43.49290	1.00000	11.03937	10.94995	1.66734
187.61755	9.46770	44.99764	1920	1731369323422	10.86470	chrome	2438	10.72971	8.75072	41.45336	43.00113	9.78895	7.52004	10.84781	2022-06-11 19:36:38	20730	800	1.20227	44.55177	29.57477	0.00000	13.47388	10.93650	2.76334
219.32242	8.72056	35.68312	1920	7351295596499	12.86637	chrome	2332	9.03007	11.12495	41.77659	38.74829	13.25793	8.46329	9.49043	2022-02-14 20:17:33	791493	1080	0.52884	43.86282	65.69331	1.00000	13.13961	9.82823	0.90252
209.08124	10.81567	59.47438	1024	3604854073837	9.49648	firefox	1712	10.23928	11.58613	51.35107	73.28546	11.08859	8.38772	12.27815	2021-12-21 22:34:19	798828	800	4.69265	31.09664	27.78937	1.00000	11.87748	11.77985	5.21541
181.61857	9.69246	47.02718	1024	6294954984880	12.21239	opera	2056	10.06855	11.65796	54.88543	42.03844	8.67646	6.18462	6.42960	2020-09-09 14:53:12	1180564	lower	1.53915	41.35589	35.47223	0.00000	7.37413	5.82400	3.47775
171.45752	8.59810	54.10968	1366	2609010214926	12.03530	firefox	1912	9.50113	11.16658	64.60412	52.54552	12.02550	7.44281	8.64868	2019-01-30 16:44:08	762056	higher	0.35897	36.89628	39.63722	1.00000	10.46741	8.01047	2.90440
155.86573	9.71663	55.67533	1920	6693213049146	7.73129	chrome	2312	8.98050	11.32889	49.72956	28.03208	8.36449	8.43693	13.89585	2020-03-17 00:27:15	1053292	600	1.54911	59.31751	50.54763	1.00000	10.66918	13.26269	3.19425
119.34584	10.05993	46.88011	1024	4223431939602	12.47459	edge	2130	9.99609	10.87395	66.41166	45.46601	8.67476	9.11255	10.38961	2023-02-25 04:17:17	1324506	600	2.16944	41.15154	41.02475	1.00000	8.12658	10.75277	6.35609
-6.56240	9.01814	46.40102	1920	8140776625945	11.99808	chrome	666	10.15603	13.14753	26.83847	58.15712	12.15615	9.65051	7.81610	2021-06-16 10:03:46	1481022	600	0.80818	46.64417	22.73784	1.00000	10.44921	8.57988	8.37452
155.13024	8.76171	46.17091	lower	8048331515987	9.28235	edge	1239	8.47600	10.67792	35.65107	46.80238	9.09509	9.21565	8.77906	2021-07-10 03:48:52	85235	1080	0.53438	58.93500	57.11506	0.00000	8.90777	8.64200	6.90943
170.40602	9.23130	59.98232	higher	5928227114315	11.95292	edge	558	10.32567	10.65180	68.57764	50.67193	12.62945	6.96113	12.19796	2019-03-20 05:27:51	176234	higher	0.97374	30.30294	47.61923	1.00000	12.72677	11.26926	0.35675
236.69743	7.98536	17.83563	1024	3164481362341	9.45511	edge	857	9.41350	11.12592	49.04652	44.10544	8.67547	8.84661	9.82845	2020-10-18 23:13:15	844527	1080	0.32507	41.40308	41.65964	0.00000	11.21895	10.38567	8.16824
120.96108	8.20111	67.03110	1280	5894575855821	12.42889	safari	2426	8.87368	11.51877	58.73506	61.62337	12.52422	7.12795	7.30189	2021-08-29 18:19:45	33177	1080	0.31139	50.69527	59.29756	1.00000	7.78862	5.84672	0.83645
194.33613	8.49906	61.72982	1024	1229961475002	6.76545	chrome	182	6.94471	10.77978	48.39256	62.87707	7.83678	8.03153	11.01472	2020-07-10 01:35:44	4777	600	0.48228	54.23719	46.38970	0.00000	11.73545	10.74411	8.96066
174.65974	10.64926	38.93400	lower	6515272581996	14.56272	chrome	1761	9.49223	12.98986	38.50272	52.85476	13.57825	6.65355	10.51103	2022-03-25 17:23:43	1461356	768	3.95767	42.06251	39.76349	1.00000	12.22969	10.27531	5.09102
229.07927	9.30926	51.88457	1024	2558244662235	11.13613	opera	1864	9.42688	12.55183	49.16176	30.46504	7.85886	7.72363	7.34329	2023-06-11 16:24:41	1297107	1024	1.04256	44.92485	33.77788	0.00000	7.88998	7.64026	2.66280
177.46141	7.78592	51.29015	1920	4227138062380	6.53674	chrome	1163	11.94690	11.40858	56.39415	62.99901	7.29339	8.30371	10.52249	2019-11-06 02:03:35	1210666	800	0.24667	40.24332	40.73607	0.00000	11.19011	10.50829	1.96590
281.61989	8.97810	61.49063	1024	5695682037809	13.19105	chrome	1243	9.57323	8.95507	41.51935	58.09596	10.11376	5.90731	10.51298	2023-08-11 02:44:33	866038	800	0.77225	32.44967	54.61272	1.00000	11.42283	9.79620	2.26207
198.39155	10.22260	43.31737	1024	5621037632276	10.08836	chrome	172	9.54954	12.27304	30.44252	48.82767	6.60942	6.57689	7.05169	2023-03-04 05:54:05	1197850	lower	2.55779	44.27000	56.57323	0.00000	6.70603	6.60504	4.37085
213.67111	10.81266	48.21551	1280	8736643369175	10.90549	chrome	2050	10.80833	11.41695	42.61957	62.48381	9.33241	6.79075	14.09930	2019-09-28 10:24:01	1145544	800	4.73453	40.75576	40.65859	0.00000	10.58821	13.17276	1.72478
131.12808	10.66326	32.77040	1024	7002773956273	14.21121	other	360	7.23292	11.14612	54.64411	25.84555	12.14684	6.04630	7.67996	2019-07-26 18:04:16	246774	1080	4.00907	49.65078	49.72321	1.00000	9.84774	6.85838	4.04839
188.61546	10.60490	41.04531	higher	5648493641154	10.89997	edge	2476	8.95992	8.72026	41.35454	77.47234	11.25564	7.45057	14.24296	2021-11-25 17:07:24	640997	768	3.83908	35.38562	58.52075	1.00000	9.38677	12.06835	2.00876
214.97147	9.57776	59.80434	1366	8466096946516	6.60391	chrome	531	11.05075	12.07305	83.42908	41.86885	8.54957	7.72717	11.05637	2018-10-18 23:40:28	417526	1024	1.30976	53.94731	37.53187	0.00000	12.56884	10.85185	8.01569
107.98189	11.45139	38.81370	1920	9918564629135	11.49328	firefox	1377	7.92129	13.28522	48.72266	61.96633	7.99038	8.54697	8.54642	2022-04-03 20:57:15	176797	1080	8.86324	34.34567	47.32910	0.00000	8.15269	9.31981	4.15983
65.54304	9.28770	30.25736	higher	0287829793409	8.56773	edge	386	10.92172	9.63476	56.48217	34.90977	9.48746	10.13454	8.94344	2021-05-11 10:42:51	146155	1080	0.99663	44.98168	55.20380	0.00000	12.19584	9.72874	1.72591
146.55887	9.90862	38.91879	800	3651688656545	11.96914	edge	465	9.12552	11.70372	34.60620	40.08063	10.61848	7.54124	11.98669	2021-04-25 07:58:55	1241306	1080	1.88120	36.22121	42.60491	1.00000	10.76927	11.61569	0.95927
205.33429	8.67527	48.74911	higher	0732032205824	11.25092	mobile	2361	8.63968	12.64991	30.06835	37.78154	11.27492	7.48035	11.49234	2022-11-22 11:18:20	704178	800	0.58048	49.09686	47.18687	1.00000	12.90261	11.59022	2.90988
169.77062	9.33392	79.02675	1280	1712078446565	11.91254	firefox	1599	9.63812	8.96980	45.43430	42.24379	4.74006	11.15132	10.48979	2021-07-06 04:38:36	850725	lower	0.98686	39.63383	43.02166	0.00000	8.93962	12.88116	3.93449
164.40861	9.50869	47.31525	800	8889109180651	12.32635	other	1659	9.93915	11.88068	36.77955	52.47353	11.10504	7.41564	7.93281	2023-07-21 15:05:42	756987	1024	1.29851	43.03687	23.05167	1.00000	8.17579	7.17383	1.20275
119.64133	10.66404	71.50385	1280	8005640591781	12.44914	mobile	2456	10.22092	13.94782	25.88851	48.40217	10.80656	10.24967	7.69570	2022-05-20 20:39:23	82082	768	4.06659	67.39518	33.59603	1.00000	9.85592	9.28325	3.64672
194.01377	12.27016	37.46472	higher	2940003017712	12.82970	chrome	1242	11.36286	11.17960	73.93226	70.40915	12.74695	8.45672	10.34798	2021-02-13 17:48:50	1332693	768	20.12996	54.55137	32.50256	1.00000	10.98525	10.06800	10.32093
98.63121	10.90562	57.99035	1920	7328430978182	10.98950	firefox	2489	11.30221	12.32538	27.06150	40.23683	10.91291	7.93872	11.61035	2022-06-06 23:32:17	389385	higher	5.15409	54.48796	21.86076	1.00000	12.12186	11.65226	5.21722
57.21165	10.19195	52.15371	1280	7719188731158	11.72389	safari	1530	10.52222	11.18858	14.84831	44.81995	12.96644	8.81834	7.19442	2019-10-10 13:41:21	773064	lower	2.53480	34.64024	45.53272	0.00000	8.50531	6.34884	4.96158
140.03356	8.40752	27.86575	1366	5436525708186	7.88850	edge	2315	9.26161	11.35126	38.11409	79.36476	6.87419	11.06491	12.07973	2022-04-07 00:31:36	540545	800	0.37081	32.49438	66.88684	1.00000	7.23791	12.34566	1.02780
108.94750	9.37110	49.33104	1024	4239628809870	12.99896	opera	286	8.56668	11.52941	47.29376	52.82020	9.42954	8.88439	10.04377	2020-06-17 20:57:51	1358445	1080	1.19181	67.88304	58.33968	1.00000	8.42095	10.43571	1.77399
110.16995	11.36467	37.38387	lower	6361407665853	10.29637	chrome	787	11.39575	11.80149	48.34231	43.34390	9.07368	6.68429	7.03146	2019-02-14 08:37:26	323207	higher	8.17890	63.35146	62.18654	0.00000	7.47643	6.00016	1.37699
226.46217	10.20069	25.23589	800	1671467531049	13.14910	edge	1112	9.39826	11.18283	53.31694	40.82508	11.47371	7.00835	11.53914	2023-02-01 09:13:02	1048367	1024	2.57942	64.72725	45.18188	1.00000	11.65213	11.18069	3.19799
121.35352	9.45746	43.07573	1920	8863096665117	11.12311	safari	1388	9.21844	11.36030	39.15931	67.64867	11.27102	8.00622	8.16088	2019-11-22 12:28:33	1133963	1080	1.23678	49.50942	43.21349	0.00000	8.72354	7.35016	4.04177
147.88708	9.84755	54.30950	1920	9755434811999	14.87326	mobile	2136	10.18182	12.00813	46.01867	62.46551	13.43716	6.61521	10.91199	2019-06-15 12:04:50	819634	lower	1.77923	65.39902	46.76311	1.00000	11.60212	10.36056	8.64505
191.27247	9.52778	52.29944	1024	9044617838497	7.78681	mobile	290	10.28813	11.57294	34.34922	53.64163	7.78741	9.62781	13.28918	2021-03-04 13:57:10	558108	800	1.24389	52.07468	19.01178	1.00000	8.56991	12.86796	3.13133
199.73673	8.69402	55.28626	1366	6097320028467	13.74954	mobile	820	10.03652	13.36305	49.98045	63.17957	9.35778	9.56128	9.95028	2020-04-04 03:23:00	461287	600	0.56020	36.78076	8.93312	0.00000	9.02622	11.39939	2.80270
243.96730	10.63474	44.94735	1024	0494911946944	11.60961	safari	798	10.12581	9.21645	54.30331	53.77533	5.99380	10.84331	9.87590	2019-12-25 02:03:47	716894	1080	3.91973	25.55979	62.71291	0.00000	9.16823	11.81568	5.37515
175.39176	11.18240	28.76067	higher	5231475763687	11.03526	edge	2416	9.94998	12.93861	69.19397	43.79815	10.38853	7.42959	11.83938	2020-08-16 04:40:19	1292812	higher	6.76819	57.52409	51.91000	1.00000	11.73549	11.80238	4.63622
198.19457	9.68578	76.40894	1920	1689641197608	9.89211	firefox	2074	9.72490	10.69184	52.25327	49.54051	10.78905	8.07570	12.99159	2022-09-15 17:47:44	431960	1024	1.48657	26.13047	49.29592	1.00000	10.96217	12.01473	2.01849
236.51793	11.42131	62.10388	1024	2897053454250	12.39522	chrome	779	10.95942	11.44947	29.11235	59.53663	12.65318	7.58553	7.14121	2019-10-12 11:47:20	541924	800	8.60567	60.29159	46.28777	1.00000	9.29986	6.32432	3.82357
166.27570	10.94258	25.51186	1920	6063137012678	10.18479	edge	1411	9.79687	10.37420	37.69962	42.51758	11.31721	8.62919	12.42826	2020-12-10 04:45:08	554375	higher	5.36757	38.19725	39.70995	1.00000	11.53872	11.79318	3.55674
148.83073	10.07707	57.00533	800	8963455757429	9.49122	mobile	2315	9.63891	11.80830	47.62338	63.41900	12.32989	11.35279	8.23708	2021-07-11 00:42:49	595097	1024	2.29919	52.88233	54.10866	1.00000	8.75394	8.23245	4.45745
181.98763	8.88757	27.96673	800	9892355782707	9.61265	other	449	10.90291	9.82531	49.43390	37.06989	8.68218	7.47449	13.31923	2019-09-19 23:19:22	416472	1080	0.61178	36.37483	26.06365	0.00000	10.14594	12.26712	3.19371
255.24602	8.84100	51.37449	lower	6125921684604	10.60473	edge	1909	10.55422	10.55148	64.66755	49.21267	10.91680	8.09788	9.24416	2020-05-16 14:11:46	536511	1024	0.69024	37.12933	58.84022	1.00000	9.12020	8.30072	1.39017
155.79866	9.86885	69.48682	1280	2553546108382	11.39024	edge	2485	11.20742	14.34205	60.37046	62.31398	11.47554	9.74204	8.34769	2021-08-01 01:02:10	809247	1024	1.80123	53.99409	19.15688	1.00000	11.91354	9.83730	8.29494
116.29102	10.39014	51.49177	1920	0395974252099	5.72545	chrome	1298	8.69102	13.12019	50.28908	51.61359	5.53643	7.32650	11.77633	2022-09-01 05:21:55	894374	1080	3.00516	36.67129	37.91053	0.00000	10.03840	11.49755	4.65410
107.40882	9.15316	56.35932	1920	6587630641734	13.70706	chrome	1978	10.11314	11.90736	48.15873	31.58974	13.73378	7.09715	10.31232	2021-12-27 14:41:08	1446689	768	0.88420	19.82804	34.10516	1.00000	13.46086	10.22156	6.57483
99.60217	10.97340	62.36081	1366	2765030237632	13.18661	edge	818	8.55016	12.43639	36.10503	53.37130	13.77607	8.12535	9.54473	2023-07-02 06:46:53	1196804	800	5.56335	52.92728	48.81924	1.00000	13.28064	9.90809	1.19600
198.02581	10.25608	57.49845	1024	0534455780335	7.26589	mobile	351	10.37391	10.69778	53.09401	33.94010	7.49599	6.81600	12.66729	2022-10-14 00:47:14	12532	1024	2.65389	53.28146	21.23735	0.00000	12.08008	11.97228	7.02514
239.63567	8.12668	52.19882	800	3054143117566	9.06571	edge	295	10.01221	10.63497	49.43383	12.71673	9.11166	7.67634	14.08721	2019-08-28 22:10:51	269789	1024	0.32067	52.94738	48.42071	0.00000	10.53492	13.00568	1.40484
209.34736	9.76149	40.37274	1366	7408905787492	12.08487	opera	1974	9.62078	11.50805	68.57472	35.24606	11.51248	8.80905	10.49534	2020-02-27 06:48:04	1409324	lower	1.65634	31.99629	36.13524	1.00000	10.12757	10.37637	5.93950
145.39560	9.61543	61.06101	1366	3199223069646	8.44660	other	1362	9.20145	13.23480	34.15354	48.50046	7.42497	7.27733	11.53990	2019-11-20 09:06:53	447006	1024	1.38510	28.99166	27.72987	0.00000	11.35653	11.75841	4.44302
175.51960	9.87181	18.44084	800	7709019682360	9.87641	chrome	2384	9.90288	13.13518	45.56104	22.27333	9.45374	8.81961	8.51188	2019-02-02 09:34:55	314538	1080	1.77468	50.31630	45.45530	0.00000	8.72058	8.64461	11.81893
156.97065	10.09357	32.03793	1024	2800911304345	10.26465	firefox	1301	8.85120	13.15058	51.27679	47.84043	10.32997	7.40060	12.61152	2019-04-28 06:59:11	1361594	768	2.24559	35.51967	25.23477	1.00000	11.31731	12.18840	5.16200
115.98424	9.02612	67.89943	1280	9071486182345	12.07551	mobile	324	9.01112	12.00275	38.26618	43.92935	7.26577	8.11835	7.79053	2022-10-26 11:00:15	1105823	1024	0.75518	58.86827	76.33420	0.00000	7.97524	8.58143	1.63545
114.35751	9.25438	18.30483	800	2919941461338	5.78212	edge	1492	10.29741	10.55879	46.06611	49.54127	5.50739	6.69846	13.19792	2021-02-10 18:53:18	628100	768	1.03291	25.75235	69.36801	0.00000	6.70673	10.96317	1.77354
161.91636	7.90313	59.39005	1920	5318870039941	15.06305	chrome	1588	8.86729	10.91001	45.51729	30.28530	14.74530	7.45119	9.85200	2020-12-11 10:00:54	1195584	768	0.17215	23.83282	55.27911	1.00000	12.36804	9.45906	4.98064
118.64911	11.09920	47.46409	1024	5045442186115	13.02513	firefox	1162	10.17302	11.23953	16.47131	60.59439	12.81536	6.34480	12.62480	2020-10-06 12:32:54	1036689	1080	6.22795	37.27664	32.21406	1.00000	12.02842	11.46061	4.49488
86.13570	9.51575	41.12843	800	1507844677447	10.78351	chrome	74	9.10916	11.48750	33.60974	50.06231	10.70453	10.23266	8.90860	2022-12-31 19:19:35	316406	1024	1.22430	30.84656	44.02504	1.00000	7.70211	8.81352	2.67136
186.10710	10.56704	52.82580	1366	9064845622095	9.44602	mobile	14	11.06364	11.48277	52.19796	57.88228	11.19436	11.00194	10.62421	2021-07-21 14:43:50	1376256	800	3.66425	57.68347	34.86880	0.00000	10.47006	11.01043	9.83559
215.22439	8.28187	43.33916	1920	9818327797609	10.64589	chrome	2456	9.49857	10.92833	38.06329	60.72913	11.62230	9.40180	8.70085	2021-06-20 05:25:20	520116	800	0.27721	38.00287	29.00602	1.00000	8.63021	8.09851	3.21904
259.06475	9.38455	41.41068	1024	5233544101901	10.66289	edge	569	8.09809	11.11770	53.83659	40.51980	9.82565	8.72017	11.77710	2022-03-24 16:40:58	43792	800	1.02154	60.52911	34.80038	1.00000	10.57764	11.73533	4.65431
187.82182	9.41995	80.14003	1366	8647606363911	9.73577	safari	1778	9.60630	11.50371	83.56533	61.38760	9.75450	9.14722	8.82306	2022-03-12 23:59:25	1081253	1080	1.18910	59.52316	46.94697	0.00000	9.02009	8.72380	2.37060
107.94627	8.23619	33.09326	1920	8097810485211	7.13373	edge	1452	9.63603	11.59609	57.95513	71.17090	5.80876	7.03476	10.30656	2020-12-01 08:53:12	71266	800	0.41857	48.46339	48.79326	0.00000	11.84913	10.65360	9.74158
132.30719	9.64431	62.51521	1024	8138296707654	7.62503	chrome	2438	11.09943	13.60218	47.97684	56.12630	8.45259	7.52280	11.50287	2022-03-04 20:35:17	1375441	800	1.39431	22.12044	54.77503	0.00000	13.32461	11.95822	5.64157
32.51246	10.33416	32.40474	800	4884305327767	12.68563	edge	500	6.81727	11.69986	61.47286	60.28244	11.91507	7.95881	10.95342	2020-05-23 07:36:58	385960	lower	2.90071	34.29458	32.02388	1.00000	11.22274	10.78706	7.50201
142.32117	9.85372	45.31500	higher	3673092579890	11.08785	edge	2118	9.42433	11.75033	57.67017	43.35301	14.27087	8.71774	5.95277	2020-09-10 11:47:50	1156962	600	1.87053	37.59403	61.64156	1.00000	6.23060	3.99573	3.88322
170.72802	9.69886	75.58654	1280	0893357611261	7.92182	chrome	637	9.38040	10.35361	32.51242	51.69733	9.20473	7.72001	11.29340	2021-09-25 18:18:09	123012	600	1.46310	14.19813	38.24734	0.00000	13.04686	11.01022	5.89039
174.37051	10.58794	59.26720	1920	4981391104934	11.16756	chrome	823	10.34426	11.63977	47.47860	77.76834	15.45661	7.66526	5.71949	2019-10-11 10:32:16	335869	lower	3.74020	41.54157	43.95033	1.00000	7.24198	3.22949	3.19634
194.36294	11.08900	45.17962	1920	4791252855741	14.61296	chrome	1836	9.57741	10.81103	42.79224	72.83151	13.59226	6.38657	11.30015	2022-10-28 16:58:05	539321	1080	6.10870	42.32070	45.64808	1.00000	11.71260	10.29348	4.28704
144.49242	10.08691	41.10230	800	6729118799470	13.22547	edge	2479	9.86624	11.14185	32.46065	55.09868	9.04237	7.61143	8.61681	2019-09-25 17:57:20	449538	1024	2.34056	41.19236	41.27451	0.00000	7.87200	8.56914	6.03706
179.51001	8.67673	41.05848	1280	1892792171223	10.47954	chrome	2343	9.62669	11.98363	44.56575	51.80442	7.81916	9.82808	8.83649	2023-03-05 07:46:50	1076968	lower	0.48319	62.80291	54.63081	0.00000	9.03815	9.99223	7.41820
202.42565	10.04327	42.63761	1366	9079043060907	12.43619	edge	2001	11.63769	10.57854	55.96011	33.15741	13.23907	8.61018	10.29370	2023-01-03 06:28:21	1496625	1024	2.23134	68.10105	32.03022	1.00000	12.24186	10.10709	3.95249
81.44466	10.54013	33.88996	1280	6084962973835	12.72613	chrome	297	10.17661	12.75398	68.28968	63.15771	12.29657	8.07731	7.70195	2023-02-17 19:06:25	298909	lower	3.57388	46.89700	42.00780	1.00000	9.59034	7.56839	3.62935
291.25515	8.85389	38.63233	1920	2070890581673	11.79751	firefox	422	9.07922	9.67482	72.28102	32.81113	12.51434	7.91812	12.14436	2023-01-19 08:00:38	636707	600	0.64568	20.54788	36.45814	1.00000	11.98497	11.24435	7.34178
186.35148	9.66404	51.95834	1024	8423870975063	12.80210	chrome	328	11.97774	11.01521	52.46701	52.07323	14.06467	6.07557	6.51080	2018-12-22 19:50:33	763635	1080	1.51865	44.28382	41.23249	1.00000	9.37352	4.65922	2.62759
106.79117	7.68155	20.05296	1920	0199721786833	7.39017	firefox	1072	9.48575	10.14756	34.42482	52.44029	7.45155	7.97760	10.43599	2019-07-20 22:53:29	511415	higher	0.18954	40.82476	46.23060	0.00000	12.46896	10.62742	1.45531
165.21796	9.22160	30.09015	800	5645839192479	11.04477	chrome	1148	11.00232	11.35560	51.74803	47.65788	8.33407	7.99941	8.14429	2019-01-21 10:08:50	170323	768	0.90308	49.08432	76.85177	0.00000	8.06126	8.11266	1.75112
221.54863	8.51210	23.67393	1024	3745836257910	12.60462	firefox	871	10.34386	9.42781	53.45041	41.82108	12.92108	5.88286	7.35514	2022-04-18 09:03:40	1462990	768	0.37941	42.34983	39.97574	1.00000	8.19712	4.99183	5.75844
209.59276	9.19365	44.12645	lower	0025375472429	7.92854	opera	1095	9.61989	10.74989	77.38224	59.26900	8.39570	8.67322	11.47552	2019-07-02 10:16:11	1163023	1080	0.96704	27.40809	36.13648	0.00000	10.18085	11.04696	2.38817
178.57381	11.10040	46.31279	1920	7661898950155	11.45865	mobile	1866	8.53330	13.15339	56.94475	56.90148	12.15941	6.93060	12.03187	2021-11-09 02:10:27	1144252	1024	6.23321	26.83645	24.79609	1.00000	12.55743	11.54256	2.82861
134.83784	9.25320	35.93817	1280	9670548714083	9.50284	chrome	2024	10.09690	11.25711	32.61656	36.75895	10.04616	5.30726	4.88749	2022-11-24 08:47:19	114229	800	0.97276	11.45776	45.80223	0.00000	7.48518	2.88014	4.37946
123.20359	10.52691	56.36459	1920	4744799148265	7.12386	chrome	644	8.72427	10.22332	65.34499	49.74051	6.88768	7.70989	12.98899	2019-08-19 02:34:19	1264953	1024	3.48862	40.67937	52.20496	0.00000	8.75837	11.69572	14.40208
145.52855	9.79078	54.33908	1280	3157399436396	8.57312	opera	1874	9.19380	10.05174	32.23878	61.97827	8.04066	9.06643	11.04665	2023-07-12 05:31:45	729700	800	1.66245	31.83253	53.60978	0.00000	9.80608	10.89602	0.21070
145.35465	9.79105	12.17803	800	4342657931204	13.62409	chrome	2329	10.58086	13.54547	51.54349	62.22953	10.54827	7.06524	7.68907	2023-03-27 01:10:52	199016	lower	1.70584	61.54340	46.52563	0.00000	8.15540	7.62344	5.86797
63.20015	10.45287	46.27402	800	0991525920440	12.02383	opera	2064	10.06583	10.27356	69.59822	55.48744	12.57159	8.48237	10.72401	2020-11-15 15:20:48	215033	768	3.31533	56.01528	60.80889	1.00000	12.67106	10.62695	5.25992
104.33646	10.08823	48.60280	higher	0059714919702	12.77508	chrome	1362	10.26104	10.51736	29.47396	68.92276	9.91567	6.58341	8.86734	2020-10-15 11:40:46	660357	768	2.34637	41.62525	41.61383	1.00000	7.57481	7.70029	3.28043
198.78355	8.92079	44.31477	lower	4624509339193	10.92740	other	932	11.68337	13.92285	64.16743	54.33413	7.47590	9.26513	8.08297	2019-04-21 10:58:56	1069378	768	0.72440	15.91276	57.87681	0.00000	8.73490	9.57035	4.91855
84.54595	7.76868	65.13082	1920	8051578528405	11.70142	chrome	964	7.61344	12.83064	56.80396	47.67515	10.80693	10.45346	8.03792	2020-09-18 07:29:41	348925	1080	0.22895	46.13939	36.19389	1.00000	7.60356	8.56870	2.15674
0.31813	11.23535	45.62964	800	8800418610615	8.79776	opera	288	9.74211	10.62541	27.31756	62.03673	7.34858	6.32596	12.76261	2022-05-09 09:27:41	402593	768	7.17249	47.63670	64.19009	0.00000	10.86486	11.88374	7.12344
23.91142	9.38010	50.97003	1366	8365818871092	11.13057	edge	1035	9.61041	9.40255	55.30162	29.97278	8.16229	7.27940	7.66574	2021-12-13 04:19:50	111203	800	1.05292	50.34235	47.17411	0.00000	7.67148	6.97801	2.29981
138.31574	9.92851	37.52064	1920	2600572717061	7.35188	chrome	1872	8.84896	11.59693	47.75651	43.01691	8.25946	7.18607	12.61930	2021-12-04 05:30:27	1249732	768	1.84220	65.40091	47.74540	0.00000	13.60938	12.50124	1.39569
171.98539	9.77701	38.86057	1920	1636958905075	12.47173	chrome	1097	9.55332	10.75936	32.93858	28.89025	10.60684	5.49967	8.64610	2023-08-12 03:36:42	1271092	768	1.70409	39.18789	63.16393	1.00000	8.77774	7.12552	3.22665
151.19331	10.09675	61.97520	800	1858770646749	8.58719	chrome	524	9.19827	11.88472	47.51699	26.83436	6.81022	6.32395	11.56404	2019-07-20 00:09:59	883228	600	2.34818	24.82814	66.51276	0.00000	11.07236	11.26383	6.77978
135.60831	11.25693	45.15352	1280	1418455109350	9.23520	chrome	156	9.00054	11.00988	44.77749	35.43248	7.62338	8.30202	10.55635	2023-03-07 09:46:39	826466	1024	7.34842	52.98441	61.19484	0.00000	10.70717	10.89551	3.08118
120.71138	8.71174	37.97647	higher	6578351255010	10.43809	edge	2049	10.15342	11.10275	52.48137	57.15139	9.94059	7.79803	7.61381	2018-10-28 00:16:55	977559	768	0.52021	46.71354	43.45974	0.00000	8.50520	6.94605	3.60260
45.43597	9.31714	40.45030	800	2723796569916	9.57650	mobile	542	9.11645	11.99711	49.66406	66.52394	9.17607	9.25396	12.92710	2021-11-08 07:31:36	749647	800	1.08969	45.27624	49.91081	0.00000	9.28942	12.67175	2.17362
235.16022	10.74037	53.00181	1920	7309560647834	12.82163	safari	2184	7.33275	13.30404	67.05318	54.44319	11.72635	8.01796	9.50684	2020-03-01 10:28:33	1277510	1024	4.30075	50.59096	51.75787	1.00000	12.14037	10.23423	6.05318
