store_name	code	product_ean	location
Patti	IN	8615067361302	Asia/Kolkata
Gorgonzola	IT	8063164492137	Europe/Rome
Lino Lakes	US	7269204670867	America/Chicago
Esmeraldas	BR	5472136528539	America/Sao_Paulo
Okahandja	NA	7912182790033	Africa/Windhoek
Hueytown	US	9453917963042	America/Chicago
Burgos	PH	6595020839081	Asia/Manila
Osmanabad	IN	8825439626728	Asia/Kolkata
Aytos	BG	5567353325563	Europe/Sofia
Newbury	GB	6132523467993	Europe/London
Troutdale	US	6241191024688	America/Los_Angeles
Tarakan	ID	8976981525202	Asia/Makassar
Bang Ban	TH	7310106983088	Asia/Bangkok
Lutz	US	0670400613942	America/New_York
Palmeira	BR	3770354485958	America/Sao_Paulo
Baki	SO	7154138492138	Africa/Mogadishu
Stuttgart	DE	0912977914061	Europe/Berlin
Middle River	US	6117236902610	America/New_York
Greenfield	US	8567610323575	America/Indiana/Indianapolis
Aberdeen	GB	3971377829532	Europe/London
Bua Yai	TH	6289024573163	Asia/Bangkok
Cuenca	EC	3079099829318	America/Guayaquil
Bryn Mawr-Skyway	US	2947275307886	America/Los_Angeles
Beryozovsky	RU	8647270820451	Asia/Yekaterinburg
Zhuangyuan	CN	7694256970564	Asia/Shanghai
Bad Segeberg	DE	3898628380812	Europe/Berlin
Walton-on-the-Naze	GB	2145238894828	Europe/London
Jaruco	CU	6381522401693	America/Havana
Lutz	US	0924377415703	America/New_York
Saraktash	RU	6375325889673	Asia/Yekaterinburg
Same	TZ	1211835391334	Africa/Dar_es_Salaam
Guapimirim	BR	0174964874424	America/Sao_Paulo
Canavieiras	BR	8586533760861	America/Bahia
Puerto Colombia	CO	4806765771348	America/Bogota
Ueno-ebisumachi	JP	7796535575948	Asia/Tokyo
Rafiganj	IN	1487891105868	Asia/Kolkata
Viewpark	GB	4696438318082	Europe/London
Most	CZ	8867664397905	Europe/Prague
Silvan	TR	2902411272824	Europe/Istanbul
Huntley	US	1168688536576	America/Chicago
Yao	JP	6981548894174	Asia/Tokyo
Columbia Heights	US	9324766612736	America/Chicago
Roi Et	TH	6817344804409	Asia/Bangkok
Mbalmayo	CM	0263206598980	Africa/Douala
Sherwood Park	CA	7660148863481	America/Edmonton
Mikhaylovka	RU	5417088162028	Europe/Volgograd
Gainesville	US	5883392594686	America/New_York
Kireyevsk	RU	5657682682588	Europe/Moscow
Minokamo	JP	7937668321433	Asia/Tokyo
Oulmes	MA	9826289378996	Africa/Casablanca
Evergreen Park	US	8494769478354	America/Chicago
Abilene	US	1379765198970	America/Chicago
Hasilpur	PK	2790115095838	Asia/Karachi
New Kingston	JM	1413491806546	America/Jamaica
Baliuag	PH	9891393700704	Asia/Manila
Rangia	IN	9562750013613	Asia/Kolkata
Strathfield	AU	0860668536996	Australia/Sydney
Farafenni	GM	1029809279683	Africa/Banjul
Foshan	CN	1955468385048	Asia/Shanghai
Stockbridge	US	0604649918698	America/New_York
Schwalmtal	DE	2632843223544	Europe/Berlin
Rhosllanerchrugog	GB	1103109522363	Europe/London
Ghat	LY	0083944202921	Africa/Tripoli
Devizes	GB	9392572870855	Europe/London
Labuhan Deli	ID	7669928154474	Asia/Jakarta
Punta Gorda Isles	US	5572245879451	America/New_York
Diwek	ID	9388569479958	Asia/Jakarta
Wangon	ID	2656601099417	Asia/Jakarta
Kafanchan	NG	8008266837554	Africa/Lagos
Alipur	PK	2714798197092	Asia/Karachi
Randudongkal	ID	3887500693799	Asia/Jakarta
Rajaori	IN	0897413613015	Asia/Kolkata
Tudela	ES	8532656235526	Europe/Madrid
Barra dos Coqueiros	BR	1873184794893	America/Maceio
Valinhos	BR	9795848312194	America/Sao_Paulo
Kasangulu	CD	3241793526545	Africa/Kinshasa
Nakhon Pathom	TH	6648025533178	Asia/Bangkok
Burscheid	DE	9208175330378	Europe/Berlin
Shreveport	US	9898614652118	America/Chicago
Halstenbek	DE	3635913250500	Europe/Berlin
Onex	CH	6550917481408	Europe/Zurich
Karatsu	JP	8162546959562	Asia/Tokyo
Salima	MW	6848192903495	Africa/Blantyre
Talisay	PH	6978028983138	Asia/Manila
Shreveport	US	5677392805619	America/Chicago
Laguna Niguel	US	3994495859540	America/Los_Angeles
Catania	IT	2382002159022	Europe/Rome
Elamanchili	IN	0381694006838	Asia/Kolkata
Cibinong	ID	0712168609321	Asia/Jakarta
Mexborough	GB	8655689486861	Europe/London
Memmingen	DE	1797234404818	Europe/Berlin
Zaysan	KZ	6321479001133	Asia/Almaty
Veracruz	PA	3336751722272	America/Panama
Barracas	AR	9129925013443	America/Argentina/Buenos_Aires
Jersey City	US	2447142208150	America/New_York
Ishim	RU	7181716668982	Asia/Yekaterinburg
Ina	JP	4701914064268	Asia/Tokyo
Qadirpur Ran	PK	3491476538352	Asia/Karachi
Budva	ME	5972361096686	Europe/Podgorica
Viradouro	BR	5852301035961	America/Sao_Paulo
el Camp de l'Arpa del Clot	ES	2672102153533	Europe/Madrid
Smolyan	BG	4371590420865	Europe/Sofia
Busia	KE	0556523561752	Africa/Nairobi
Kirchlengern	DE	2413516929280	Europe/Berlin
Oldenzaal	NL	1733218796685	Europe/Amsterdam
Jizzax	UZ	9943567717251	Asia/Samarkand
Talipparamba	IN	4921490531170	Asia/Kolkata
Supaul	IN	8564900973083	Asia/Kolkata
Tadmur	SY	2092335922926	Asia/Damascus
Albufeira	PT	3946400672539	Europe/Lisbon
Volokolamsk	RU	8818005540856	Europe/Moscow
Wittenau	DE	4217875213275	Europe/Berlin
Mardin	TR	7387570467611	Europe/Istanbul
Croix-des-Bouquets	HT	5940848302568	America/Port-au-Prince
Perth	AU	3823040624251	Australia/Perth
Gonesse	FR	6223605179955	Europe/Paris
Patnos	TR	0661143561157	Europe/Istanbul
Hueytown	US	5927018341800	America/Chicago
Ukmerge	LT	7796997100764	Europe/Vilnius
Penzance	GB	0480113011078	Europe/London
Teluk Intan	MY	4452872866141	Asia/Kuala_Lumpur
Inverness	GB	0924098321475	Europe/London
Chiavari	IT	0904245503312	Europe/Rome
Schleswig	DE	3540426385581	Europe/Berlin
West Des Moines	US	5366480301927	America/Chicago
Ulanhot	CN	9486124969347	Asia/Shanghai
Nampa	US	7830278435173	America/Boise
Falconara Marittima	IT	6652841178987	Europe/Rome
Sasayama	JP	6301305261825	Asia/Tokyo
San Juan	US	0088413553467	America/Chicago
El Alia	TN	7335149695798	Africa/Tunis
Great Wyrley	GB	3086963036710	Europe/London
Gua Musang	MY	0383031258542	Asia/Kuala_Lumpur
Novara	IT	5910911981761	Europe/Rome
Greenpoint	US	2998749545761	America/New_York
Acworth	US	8294363899650	America/New_York
Albufeira	PT	8070466730010	Europe/Lisbon
Bogoroditsk	RU	6663205739904	Europe/Moscow
Lakota	CI	3652942897186	Africa/Abidjan
Weimar	DE	4777425497482	Europe/Berlin
Nayoro	JP	5318506304924	Asia/Tokyo
Kahului	US	1601279504337	Pacific/Honolulu
Busia	KE	2658356023679	Africa/Nairobi
Port-Vila	VU	0210586023076	Pacific/Efate
Lino Lakes	US	6662528696086	America/Chicago
Bar-le-Duc	FR	9974188012647	Europe/Paris
Mesagne	IT	4143346061710	Europe/Rome
Karatsu	JP	7563546492188	Asia/Tokyo
Bachhraon	IN	9644664567946	Asia/Kolkata
Ambatondrazaka	MG	6362700810773	Indian/Antananarivo
Carnaxide	PT	6973547853832	Europe/Lisbon
Jhol	PK	0208511762077	Asia/Karachi
Punta Gorda Isles	US	4977088435696	America/New_York
Carnot	CF	1996577355058	Africa/Bangui
Lutz	US	8241892102690	America/New_York
East Jerusalem	PS	2225927181559	Asia/Hebron
Sarandi	BR	5398091590940	America/Sao_Paulo
Beryozovsky	RU	9032414014558	Asia/Yekaterinburg
Karatsu	JP	5732714501041	Asia/Tokyo
Espoo	FI	9098314840284	Europe/Helsinki
Wangon	ID	6706540083278	Asia/Jakarta
Beveren	BE	3851052220598	Europe/Brussels
Burgos	PH	0707077162067	Asia/Manila
Progreso	MX	0917639913574	America/Merida
Timaru	NZ	0809395493264	Pacific/Auckland
East Dereham	GB	2204215442183	Europe/London
Kheda	IN	3881139229077	Asia/Kolkata
Pekin	US	1279130661439	America/Chicago
Komono	JP	9987909925546	Asia/Tokyo
Fairview Heights	US	0851904563968	America/Chicago
La Trinidad	PH	9953730243524	Asia/Manila
Camayenne	GN	6364627597515	Africa/Conakry
Woodlawn	US	2077571383861	America/New_York
Perth	AU	5321413834460	Australia/Perth
Misterbianco	IT	8683321609613	Europe/Rome
Massapequa	US	9391922120763	America/New_York
Culemborg	NL	9086602793800	Europe/Amsterdam
Lino Lakes	US	5229531085477	America/Chicago
Alfenas	BR	2798484996886	America/Sao_Paulo
Tak Bai	TH	0716154013666	Asia/Bangkok
Trossingen	DE	1425525826529	Europe/Berlin
Minokamo	JP	9078964091878	Asia/Tokyo
Southsea	GB	3817019686821	Europe/London
Middletown	US	4087310804036	America/New_York
Strood	GB	9358492559386	Europe/London
Davangere	IN	9355833948397	Asia/Kolkata
Elbeuf	FR	2014033109126	Europe/Paris
Rosedale	US	9287946099102	America/New_York
Viewpark	GB	9178202217036	Europe/London
Belper	GB	7835467228826	Europe/London
Port Huron	US	5829366879601	America/Detroit
Saint-Denis	RE	4030436412715	Indian/Reunion
Pamiers	FR	9923371540634	Europe/Paris
Sassari	IT	1840223329842	Europe/Rome
Amreli	IN	6900403962698	Asia/Kolkata
Shahre Jadide Andisheh	IR	0507891068978	Asia/Tehran
Siegburg	DE	1666495031753	Europe/Berlin
Paracho de Verduzco	MX	3074540244610	America/Mexico_City
Puerto Colombia	CO	6328908604699	America/Bogota
Kachkanar	RU	8836797461715	Asia/Yekaterinburg
Roi Et	TH	4792937322459	Asia/Bangkok
Teziutlan	MX	4633304019438	America/Mexico_City
Saint-Genis-Laval	FR	8382855335370	Europe/Paris
Liaoyang	CN	0901243494918	Asia/Shanghai
Altamira	BR	1250270771455	America/Santarem
Sambalpur	IN	3802275978087	Asia/Kolkata
Guyong	PH	0141199117442	Asia/Manila
Pilar	PH	1707969743670	Asia/Manila
Tonota	BW	5180325451222	Africa/Gaborone
Budva	ME	4971187811245	Europe/Podgorica
Sector 6	RO	6596212003211	Europe/Bucharest
Recodo	PH	7000634739263	Asia/Manila
Ina	JP	6384639365797	Asia/Tokyo
Eastwood	AU	9291040540385	Australia/Sydney
Montana	BG	6553087724047	Europe/Sofia
Puertollano	ES	0229148251147	Europe/Madrid
Mesagne	IT	3424561912744	Europe/Rome
Kirchlengern	DE	1931354520809	Europe/Berlin
Iturama	BR	9410824876483	America/Sao_Paulo
Haldwani	IN	6043727886223	Asia/Kolkata
Vught	NL	0659743024271	Europe/Amsterdam
Caravaca	ES	3524065132355	Europe/Madrid
Bhuban	IN	8754063614217	Asia/Kolkata
Lebanon	US	9567332319367	America/New_York
Inverness	GB	7172833768914	Europe/London
Stockbridge	US	3087419966780	America/New_York
Wevelgem	BE	1581179400727	Europe/Brussels
Gonesse	FR	6628619951427	Europe/Paris
Manaoag	PH	9098277542577	Asia/Manila
Calangute	IN	9635979131694	Asia/Kolkata
Rosedale	US	6793816422640	America/New_York
Ngemplak	ID	9218988286854	Asia/Jakarta
San Juan de Aznalfarache	ES	3738403392213	Europe/Madrid
Ventimiglia	IT	1779184897957	Europe/Rome
Frenda	DZ	6031506021927	Africa/Algiers
Paredes	PT	2522916166765	Europe/Lisbon
Catende	BR	3004045209388	America/Recife
Palm Desert	US	9425543233127	America/Los_Angeles
Beryozovsky	RU	8877838961801	Asia/Yekaterinburg
Southsea	GB	9719717186297	Europe/London
Rafaela	AR	5405967395698	America/Argentina/Cordoba
Svatove	UA	5789296185763	Europe/Zaporozhye
Sunnyside	US	0105502335862	America/Los_Angeles
Sojat	IN	5019661240422	Asia/Kolkata
Bachhraon	IN	5128353148851	Asia/Kolkata
Espoo	FI	8782353048237	Europe/Helsinki
Maxixe	MZ	8574054560909	Africa/Maputo
Custoias	PT	4391378144806	Europe/Lisbon
Manikchari	BD	3046127155060	Asia/Dhaka
Palestine	US	0430788441618	America/Chicago
Iron River	US	1383247216205	America/Menominee
Misterbianco	IT	0597479845268	Europe/Rome
Hutchinson	US	6393181406834	America/Chicago
Taozhuang	CN	2320687664981	Asia/Shanghai
Hushitai	CN	8517103873667	Asia/Shanghai
Thomazeau	HT	4746975175713	America/Port-au-Prince
Arua	UG	7370285048138	Africa/Kampala
Bryn Mawr-Skyway	US	9149293122813	America/Los_Angeles
Pameungpeuk	ID	4254550883859	Asia/Jakarta
Patnos	TR	4671643736661	Europe/Istanbul
Ngemplak	ID	1894208427733	Asia/Jakarta
Uran	IN	9753860003957	Asia/Kolkata
Vestavia Hills	US	1749637917303	America/Chicago
Hoogezand	NL	3700984067446	Europe/Amsterdam
Barinas	VE	4635000530026	America/Caracas
Cuenca	EC	1626339902229	America/Guayaquil
Sonzacate	SV	5667146317246	America/El_Salvador
Uran	IN	9619593439183	Asia/Kolkata
Cypress Hills	US	4588865089423	America/New_York
Donggongon	MY	2055518646507	Asia/Kuching
Cebu City	PH	9029435719968	Asia/Manila
Quimper	FR	1034768721418	Europe/Paris
Paredes	PT	2712291084918	Europe/Lisbon
San Giuliano Milanese	IT	5685227120202	Europe/Rome
Hungund	IN	8237584711264	Asia/Kolkata
Sterling	US	7824607108128	America/New_York
Parola	IN	3092987538123	Asia/Kolkata
San Juan de Aznalfarache	ES	7498110097097	Europe/Madrid
Kismayo	SO	3283458882771	Africa/Mogadishu
Kati	ML	6637253826237	Africa/Bamako
Alfenas	BR	2477551111482	America/Sao_Paulo
Osmanabad	IN	4177157874191	Asia/Kolkata
Reda	PL	5596062562907	Europe/Warsaw
Tak Bai	TH	8050841092155	Asia/Bangkok
Volokolamsk	RU	0939314455995	Europe/Moscow
Fort Washington	US	0214103164884	America/New_York
Saraktash	RU	7018124521434	Asia/Yekaterinburg
Rolla	US	9367972687303	America/Chicago
Muncar	ID	8309927844134	Asia/Jakarta
Cebu City	PH	9158916232303	Asia/Manila
Muskogee	US	2908039848953	America/Chicago
Likhobory	RU	8110320727012	Europe/Moscow
Tucano	BR	7324751013830	America/Bahia
Dongfeng	CN	1028916896967	Asia/Shanghai
Boyeros	CU	9770551179975	America/Havana
Amreli	IN	4500774837025	Asia/Kolkata
Poulton-le-Fylde	GB	6369483593480	Europe/London
Usagara	TZ	6479042404802	Africa/Dar_es_Salaam
Collinwood	US	6999616462132	America/New_York
Azrou	MA	6294615033735	Africa/Casablanca
Nikolayevsk-on-Amure	RU	7028309710232	Asia/Vladivostok
Scotch Plains	US	0948522058614	America/New_York
Boo	SE	5495909602526	Europe/Stockholm
Voznesensk	UA	8975362210683	Europe/Kiev
San Giuliano Milanese	IT	2804077649227	Europe/Rome
Gingee	IN	1384772769556	Asia/Kolkata
La Victoria	VE	3232795641558	America/Caracas
Lal Bahadur Nagar	IN	2059216199105	Asia/Kolkata
Guapimirim	BR	5313372389235	America/Sao_Paulo
Copperas Cove	US	2892139073387	America/Chicago
Woodlawn	US	1719183238955	America/New_York
Kyzylorda	KZ	6932957384817	Asia/Qyzylorda
Damnoen Saduak	TH	0611226161743	Asia/Bangkok
Kachkanar	RU	2867506463146	Asia/Yekaterinburg
West Chester	US	7931776058731	America/New_York
Port of Spain	TT	5609814629596	America/Port_of_Spain
Taozhuang	CN	0136201345456	Asia/Shanghai
Batu Feringgi	MY	6396753101045	Asia/Kuala_Lumpur
Donggongon	MY	3901065258801	Asia/Kuching
Arbroath	GB	6129457657033	Europe/London
Veracruz	PA	1325145113149	America/Panama
Aloha	US	2456005765396	America/Los_Angeles
Salvatierra	MX	5822033539860	America/Mexico_City
Bavly	RU	8602591923151	Europe/Moscow
Juhaynah	EG	9873407421744	Africa/Cairo
Scotch Plains	US	9517513622489	America/New_York
Huangshi	CN	0708349092471	Asia/Shanghai
Colomiers	FR	5282875265417	Europe/Paris
Veracruz	PA	7530612749453	America/Panama
Elamanchili	IN	2630741426883	Asia/Kolkata
Shinshiro	JP	1639998103661	Asia/Tokyo
Claremont	US	5577226640730	America/Los_Angeles
Wheelers Hill	AU	1663157730016	Australia/Melbourne
Bua Yai	TH	2604000885971	Asia/Bangkok
Serinhisar	TR	8941957638477	Europe/Istanbul
Lymington	GB	8694119116114	Europe/London
Stupino	RU	6022529331094	Europe/Moscow
Ksar Chellala	DZ	0161484740124	Africa/Algiers
Opportunity	US	9987576596445	America/Los_Angeles
San Carlos	CO	3337102340695	America/Bogota
Sillanwali	PK	9201219951089	Asia/Karachi
Woodlawn	US	3758565859614	America/New_York
Baliuag	PH	4512068173733	Asia/Manila
Dahlem	DE	5925269208996	Europe/Berlin
Rutherglen	GB	3058960862074	Europe/London
Brunswick	US	4106799642189	America/New_York
Palm Valley	US	6641078458948	America/New_York
Privolzhskiy	RU	5646533625683	Europe/Saratov
Oschatz	DE	1281485277531	Europe/Berlin
Donggongon	MY	6333321169465	Asia/Kuching
Buynaksk	RU	2813815478043	Europe/Moscow
Cardedeu	ES	2829263893956	Europe/Madrid
Great Wyrley	GB	9928177355154	Europe/London
Reutlingen	DE	4428321137223	Europe/Berlin
Inawashiro	JP	1222129515770	Asia/Tokyo
Tarkwa	GH	3552735617963	Africa/Accra
Morningside Heights	US	4605885426547	America/New_York
Mongo	TD	7664217581634	Africa/Ndjamena
Minas de Marcona	PE	6781749787059	America/Lima
Tuxtla	MX	3468738030961	America/Mexico_City
Floridsdorf	AT	6258298659781	Europe/Vienna
Dublin	US	2761965424628	America/New_York
Pandua	IN	7624062658301	Asia/Kolkata
Huangshi	CN	8334260957937	Asia/Shanghai
Qazax	AZ	8813692598708	Asia/Baku
Suzaka	JP	2893665805329	Asia/Tokyo
Solntsevo	RU	1887923377285	Europe/Moscow
Otradnyy	RU	0704197687029	Europe/Samara
Wangon	ID	5753377259506	Asia/Jakarta
Encinitas	US	3025769427551	America/Los_Angeles
Kidodi	TZ	8502231331776	Africa/Dar_es_Salaam
Caldas Novas	BR	9862176934968	America/Sao_Paulo
Zhoucun	CN	8016359486350	Asia/Shanghai
Les Olives	FR	8595656634850	Europe/Paris
Longview	US	2065368117423	America/Chicago
Pamiers	FR	0812715807351	Europe/Paris
Calauan	PH	0788877788978	Asia/Manila
Antipolo	PH	4849656898359	Asia/Manila
Magong	TW	3181358167557	Asia/Taipei
Lakewood	US	2553386795216	America/New_York
Iturama	BR	2344038354932	America/Sao_Paulo
Kashipur	IN	0239739443882	Asia/Kolkata
Hoxtolgay	CN	5219842987225	Asia/Urumqi
Aracaju	BR	0423186216759	America/Maceio
Waverly	US	5166819556383	America/Detroit
Carnegie	AU	5551430330274	Australia/Melbourne
Clermont	US	6307597458356	America/New_York
Vryheid	ZA	8371721517200	Africa/Johannesburg
Jocotepec	MX	6335197515551	America/Mexico_City
Tebingtinggi	ID	4369118308870	Asia/Jakarta
Devizes	GB	0200687093184	Europe/London
Kampung Ayer Molek	MY	7347262481868	Asia/Kuala_Lumpur
Kundla	IN	9411882207219	Asia/Kolkata
Barracas	AR	4245465285517	America/Argentina/Buenos_Aires
Acayucan	MX	7575304993004	America/Mexico_City
Recife	BR	2198676634662	America/Recife
Bachhraon	IN	4804397286070	Asia/Kolkata
Francavilla Fontana	IT	1277365529425	Europe/Rome
Parkent	UZ	8388125398700	Asia/Tashkent
Kent	US	9159722251403	America/Los_Angeles
Yeysk	RU	6288712509798	Europe/Moscow
Yingkou	CN	6108874096120	Asia/Shanghai
North Lauderdale	US	2804760247341	America/New_York
Bibiani	GH	3813927168527	Africa/Accra
Paracho de Verduzco	MX	7318238765541	America/Mexico_City
Athlone	IE	3342569545637	Europe/Dublin
Ajaccio	FR	3646490812852	Europe/Paris
Efon-Alaaye	NG	5736292879615	Africa/Lagos
Sungurlu	TR	3342218234844	Europe/Istanbul
Santa Cruz de Barahona	DO	1373809640692	America/Santo_Domingo
Abilene	US	3618207822157	America/Chicago
Manjeri	IN	5921257621570	Asia/Kolkata
Toyokawa	JP	8530271502931	Asia/Tokyo
Zeitz	DE	8531575470544	Europe/Berlin
Jersey City	US	5036685378009	America/New_York
Standerton	ZA	1162863740314	Africa/Johannesburg
Lakewood	US	2935000076671	America/New_York
Jambi City	ID	4454482522776	Asia/Jakarta
Maliana	TL	3863040171539	Asia/Dili
Mudanya	TR	1654493486149	Europe/Istanbul
Aloha	US	5359009010288	America/Los_Angeles
Kanganpur	PK	6087989724695	Asia/Karachi
Kalavoor	IN	0475938796026	Asia/Kolkata
Marseille 11	FR	0973034934996	Europe/Paris
Far Rockaway	US	7179602168968	America/New_York
Progreso	MX	3582050775420	America/Merida
Yonkers	US	6592412578337	America/New_York
Greenville	US	5609639037484	America/Chicago
Belle Glade	US	0761225195826	America/New_York
Lesnoy	RU	7230837049986	Asia/Yekaterinburg
Farafenni	GM	9428477504523	Africa/Banjul
Taozhuang	CN	3428232617433	Asia/Shanghai
Sambalpur	IN	6934694228409	Asia/Kolkata
Shaowu	CN	9841419185527	Asia/Shanghai
La Ligua	CL	3379917488667	America/Santiago
Sharypovo	RU	3799563420789	Asia/Krasnoyarsk
Zaysan	KZ	2127042528496	Asia/Almaty
Leteri	IN	0808589939380	Asia/Kolkata
Pujali	IN	0371200825879	Asia/Kolkata
Salima	MW	8502871439511	Africa/Blantyre
T’aebaek	KR	4819362595682	Asia/Seoul
Oschatz	DE	1741906002628	Europe/Berlin
T’aebaek	KR	3367760838739	Asia/Seoul
Oschatz	DE	0784058078173	Europe/Berlin
Baki	SO	3175634574955	Africa/Mogadishu
Rutland	US	9453946507354	America/New_York
Mitry-Mory	FR	7969923158805	Europe/Paris
Most	CZ	6832998035382	Europe/Prague
Bad Honnef	DE	2841020901544	Europe/Berlin
Ken Caryl	US	5548088204149	America/Denver
Saint-Genis-Laval	FR	7503972443347	Europe/Paris
Vahdat	TJ	8063803248651	Asia/Dushanbe
Namerikawa	JP	2882347155432	Asia/Tokyo
Finnentrop	DE	1035428945311	Europe/Berlin
Liberia	CR	8791247490038	America/Costa_Rica
Muskogee	US	4476103151349	America/Chicago
Maryborough	AU	3802957418559	Australia/Brisbane
Novara	IT	2808926022315	Europe/Rome
Hardenberg	NL	7806773534130	Europe/Amsterdam
Svatove	UA	0212308750611	Europe/Zaporozhye
Valinhos	BR	1852021637326	America/Sao_Paulo
Tsuen Wan	HK	8515106140168	Asia/Hong_Kong
Msaken	TN	0139429200163	Africa/Tunis
Cebu City	PH	7980622936068	Asia/Manila
Pfullingen	DE	6395298173760	Europe/Berlin
West Chester	US	3327378135224	America/New_York
Bobigny	FR	5392142608004	Europe/Paris
Nampa	US	7761448985542	America/Boise
Hoxtolgay	CN	4378478132728	Asia/Urumqi
Temara	MA	8123022822848	Africa/Casablanca
Griffith	AU	1993237025689	Australia/Sydney
Paoy Paet	KH	4910024879796	Asia/Phnom_Penh
Independence	US	9758637359954	America/Chicago
Arua	UG	2272184429603	Africa/Kampala
Hongseong	KR	7114264471773	Asia/Seoul
Karatsu	JP	1680166406398	Asia/Tokyo
Artur Nogueira	BR	8828452537705	America/Sao_Paulo
Yauco	PR	5005152982414	America/Puerto_Rico
Lons-le-Saunier	FR	6460849337011	Europe/Paris
Friedberg	DE	0451086132619	Europe/Berlin
Bad Honnef	DE	8724499132197	Europe/Berlin
Troutdale	US	0533586663746	America/Los_Angeles
Nowra	AU	0397775138473	Australia/Sydney
Veracruz	PA	9088158877607	America/Panama
Boston	US	9315599459216	America/New_York
Ambatondrazaka	MG	8035456733389	Indian/Antananarivo
Collinwood	US	4913203646462	America/New_York
Nova Xavantina	BR	2119338921784	America/Cuiaba
Shahre Jadide Andisheh	IR	9554218994237	Asia/Tehran
Hushitai	CN	1477318804153	Asia/Shanghai
Wangon	ID	7153212306439	Asia/Jakarta
Nizhniy Lomov	RU	6137774052585	Europe/Moscow
Recodo	PH	4583583493453	Asia/Manila
Hrazdan	AM	4406036164116	Asia/Yerevan
Dorval	CA	0773377784421	America/Toronto
Alatyr’	RU	5818994951773	Europe/Moscow
Milagro	EC	3995977708387	America/Guayaquil
Buenaventura	CO	5270969151159	America/Bogota
Charlottetown	CA	0693094205934	America/Halifax
Salima	MW	0255803083167	Africa/Blantyre
Chharra	IN	9785365506541	Asia/Kolkata
Viewpark	GB	2197375342700	Europe/London
Amposta	ES	0582573804662	Europe/Madrid
Misterbianco	IT	0036485118152	Europe/Rome
Cebu City	PH	1220233633656	Asia/Manila
Ada	US	1446079560318	America/Chicago
Chanika	TZ	6135672199739	Africa/Dar_es_Salaam
Brenham	US	7424371898012	America/Chicago
Murray	US	4940031419074	America/Chicago
Indio	US	5101951553609	America/Los_Angeles
Inawashiro	JP	1758190831582	Asia/Tokyo
Mitry-Mory	FR	2934645559235	Europe/Paris
San Bernardo	CL	8178452605943	America/Santiago
Gonesse	FR	0451284154130	Europe/Paris
Portogruaro	IT	6745980274143	Europe/Rome
Searcy	US	5279070538422	America/Chicago
Pilar	PH	3963969837063	Asia/Manila
Tver	RU	9278868688833	Europe/Moscow
Halstenbek	DE	6859418519888	Europe/Berlin
Barneveld	NL	2283411429877	Europe/Amsterdam
Cypress Hills	US	0502918138474	America/New_York
High Wycombe	GB	9707597338288	Europe/London
Patnos	TR	8608208608008	Europe/Istanbul
Tandil	AR	8926349489813	America/Argentina/Buenos_Aires
Beryozovsky	RU	4326633941920	Asia/Yekaterinburg
Zvenihorodka	UA	8295613525770	Europe/Kiev
Rahat	IL	8167695093747	Asia/Jerusalem
San Juan	US	9352549302024	America/Chicago
Boli	CN	7584045934542	Asia/Shanghai
Pointe-Claire	CA	4567255609601	America/Toronto
Fontenay-aux-Roses	FR	6140091941074	Europe/Paris
Kelowna	CA	3904200331179	America/Vancouver
Castelfranco Emilia	IT	3971428207333	Europe/Rome
Landshut	DE	9836225212550	Europe/Berlin
Kenda	IN	5730975585534	Asia/Kolkata
Malakhovka	RU	1518657194434	Europe/Moscow
Custoias	PT	8296380261038	Europe/Lisbon
Pandua	IN	2810618294238	Asia/Kolkata
Barras	BR	4711898023908	America/Fortaleza
Ishim	RU	8868544309797	Asia/Yekaterinburg
Redding	US	9661643109072	America/Los_Angeles
Skalica	SK	3386259237600	Europe/Bratislava
Boyeros	CU	1066777803250	America/Havana
Lexington	US	5768922626771	America/New_York
Sakaraha	MG	2238992593806	Indian/Antananarivo
Dawei	MM	5739449634792	Asia/Yangon
Sangla Hill	PK	1144371585427	Asia/Karachi
Emmeloord	NL	1177179635070	Europe/Amsterdam
Shepetivka	UA	9596929633890	Europe/Kiev
Bothell	US	0459076960730	America/Los_Angeles
Diwek	ID	9294870013456	Asia/Jakarta
Itacoatiara	BR	6972538686510	America/Manaus
West Des Moines	US	3453977480127	America/Chicago
Xinzhou	CN	3460043479213	Asia/Shanghai
Tupelo	US	4065506798680	America/Chicago
Bang Ban	TH	7952262556814	Asia/Bangkok
Sceaux	FR	5939181681553	Europe/Paris
Kherson	UA	3490898813511	Europe/Kiev
Dublin	US	5341332518760	America/New_York
Fayetteville	US	1221047708547	America/New_York
Thetford	GB	8740636585152	Europe/London
Batu Feringgi	MY	2183949031231	Asia/Kuala_Lumpur
Jais	IN	8729167959229	Asia/Kolkata
Artsyz	UA	8472678515711	Europe/Kiev
Baulkham Hills	AU	8774548149768	Australia/Sydney
Sathyamangalam	IN	8511361877993	Asia/Kolkata
Kot Addu	PK	1196044170133	Asia/Karachi
Labuhan Deli	ID	0713381845091	Asia/Jakarta
Most	CZ	4424932538183	Europe/Prague
Sa Dec	VN	8635566472200	Asia/Ho_Chi_Minh
Hongseong	KR	4622597372382	Asia/Seoul
Greenpoint	US	9924020054816	America/New_York
Cuenca	EC	2768545681976	America/Guayaquil
Middle River	US	4597551576772	America/New_York
Emmeloord	NL	3181147908972	Europe/Amsterdam
Granger	US	2882251998972	America/Indiana/Indianapolis
